"PolicyDefinitionName","DisplayName","Mode","PolicyType","Description","Metadata"
,"Enable Virtual Network Flow Logs UK South Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:27:16.1354915Z}"
,"Enable Virtual Network Flow Logs UK West Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:27:59.8458035Z}"
,"Enable Virtual Network Flow Logs West Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:28:14.5798439Z}"
,"Enable Virtual Network Flow Logs West Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:28:27.9862274Z}"
,"Enable Virtual Network Flow Logs West US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:29:02.2527036Z}"
,"Enable Virtual Network Flow Logs West US 2 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:29:18.8021587Z}"
,"Enable Virtual Network Flow Logs West US 3 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:29:40.9190567Z}"
,"Enable Virtual Network Flow Logs France Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/VNetFlowLogRemediation. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; version=1.0.0; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-14T21:36:10.4710119Z}"
,"Enable Microsoft Defender for Containers with four subplans","All","Custom","For more information, visit https://aka.ms/defenderagentlessbundles. For issues or support, please contact Remediation Support through ServiceNow via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Defender for Cloud Agentless Bundles.","@{version=1.0.4; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2025-04-15T18:27:35.4637815Z}"
,"Deny WVD resource creation","All","Custom","https://aka.ms/AVDblock","@{createdBy=7f1579a6-c648-43a1-ac1e-0c3020dd9b8e; createdOn=2020-11-17T19:39:30.6756461Z; updatedBy=7f1579a6-c648-43a1-ac1e-0c3020dd9b8e; updatedOn=2023-02-21T23:13:49.098107Z}"
,"Deny WVD resource creation unless Tagged","All","Custom","https://aka.ms/AVDblock","@{createdBy=7f1579a6-c648-43a1-ac1e-0c3020dd9b8e; createdOn=2021-03-04T20:07:21.852096Z; updatedBy=7f1579a6-c648-43a1-ac1e-0c3020dd9b8e; updatedOn=2023-02-21T23:16:23.4170247Z}"
,"Enable Virtual Network Flow Logs for West US 2 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:18:25.4997369Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:32:14.8563939Z}"
,"Enable Virtual Network Flow Logs West Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:25:23.0214736Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:31:31.4908055Z}"
,"Enable Virtual Network Flow Logs Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see... If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:29:41.1277121Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:29:36.5428663Z}"
,"Configure App Service app to disable local authentication for FTP deployments","All","Custom","The deployment connections make the transmitted data/code vulnerable to network attacks. Basic authentication is being disabled centrally for all internal applications to improve security posture. For more information navigate to https://eng.ms/cid/f05c4f52-a18d-45a3-87b2-b5d7cf0e5270/fid/6a39d57a2c596d043b5f18e2995b23da0bbc0fab4d1fa0952d0b767f864e2695. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/details/383328883/home","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-05-04T20:11:22.1487552Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2023-06-14T20:32:01.1952248Z}"
,"Configure App Service app slots to disable local authentication for FTP deployments","All","Custom","The deployment connections make the transmitted data/code vulnerable to network attacks. Basic authentication is being disabled centrally for all internal applications to improve security posture. For more information navigate to https://eng.ms/cid/f05c4f52-a18d-45a3-87b2-b5d7cf0e5270/fid/6a39d57a2c596d043b5f18e2995b23da0bbc0fab4d1fa0952d0b767f864e2695. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/details/383328883/home","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-05-04T20:13:23.9380753Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2023-06-14T20:32:44.4211232Z}"
,"Configure App Service app to disable local authentication for SCM sites","All","Custom","The deployment connections make the transmitted data/code vulnerable to network attacks. Basic authentication is being disabled centrally for all internal applications to improve security posture. For more information navigate to https://eng.ms/cid/f05c4f52-a18d-45a3-87b2-b5d7cf0e5270/fid/6a39d57a2c596d043b5f18e2995b23da0bbc0fab4d1fa0952d0b767f864e2695. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/details/383328883/home","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-05-04T20:13:30.4581358Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2023-06-14T20:33:20.7460767Z}"
,"Configure App Service app slots to disable local authentication for SCM sites","All","Custom","The deployment connections make the transmitted data/code vulnerable to network attacks. Basic authentication is being disabled centrally for all internal applications to improve security posture. For more information navigate to https://eng.ms/cid/f05c4f52-a18d-45a3-87b2-b5d7cf0e5270/fid/6a39d57a2c596d043b5f18e2995b23da0bbc0fab4d1fa0952d0b767f864e2695. If an incident is related to the following policy, please open an IcM incident via https://portal.microsofticm.com/imp/v3/incidents/details/383328883/home","@{createdBy=fa00c2de-57d5-4527-9254-4d513f482d0a; createdOn=2023-05-04T20:13:35.8320457Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2023-06-14T20:34:28.6430735Z}"
,"Enable Virtual Network Flow Logs for East US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:16:42.8725671Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:30:18.4771485Z}"
,"Enable Virtual Network Flow Logs for West US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:21:01.8302355Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:31:51.4618514Z}"
,"Enable Virtual Network Flow Logs for East US2 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:23:11.6085327Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:30:40.0363025Z}"
,"Enable Virtual Network Flow Logs for North Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:24:21.8010625Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:30:55.9064179Z}"
,"Enable Virtual Network Flow Logs for West Europe Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network’s traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-17T18:26:45.1589366Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:33:19.7200963Z}"
,"Enable Virtual Network Flow Logs East Asia Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate networks traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:31:36.5699918Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:29:59.2998754Z}"
,"Enable Virtual Network Flow Logs South Central US Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:34:46.4336648Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:31:14.3939063Z}"
,"Enable Virtual Network Flow Logs South East Asia Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:35:43.0277642Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:32:50.1442318Z}"
,"Enable Virtual Network Flow Logs Sweden Central Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:37:40.7516563Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:33:05.8293555Z}"
,"Enable Virtual Network Flow Logs West US 3 Vnets","Indexed","Custom","In response to the recent security incident, Microsoft Security decided to improve visibility into the corporate network's traffic patterns. For more information, please see https://aka.ms/EnableVNetFlowLogsWiki. If you need to report an incident with this policy, please contact VNetFlowLogSupport@microsoft.com","@{category=Network; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-04-25T22:42:52.5110121Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2024-12-05T21:32:31.2363053Z}"
,"Azure Storage Account access keys should rotate on periodic basis","All","Custom","In response to a recent security incident, Microsoft recommends that you rotate your access keys periodically to keep your storage account secure. For more information, visit https://aka.ms/SecureAccessToStorageAccounts. If an incident is related to following policy, please open an incident via https://aka.ms/ATB_Support","@{createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-07-09T19:53:23.4627554Z}"
,"Ensure secure access to storage account containers","Indexed","Custom","In response to a recent security incident, Microsoft recommends disabling public access which allows information to be downloaded by anyone on the internet without authentication and that can lead to a compromise of corporate data. For more information, visit https://aka.ms/SecureAccessToStorageAccounts. If an incident is related to following policy, please open an incident via https://aka.ms/ATB_Support","@{createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-07-09T20:06:52.6762478Z; updatedBy=fa00c2de-57d5-4527-9254-4d513f482d0a; updatedOn=2024-08-12T16:55:24.2692028Z}"
,"Ensure secure access on storage account containers","Indexed","Custom","In response to a recent security incident, Microsoft recommends disabling public access which allows information to be downloaded by anyone on the internet without authentication and that can lead to a compromise of corporate data. For more information, visit https://aka.ms/SecureAccessToStorageAccounts. If an incident is related to following policy, please open an incident via https://aka.ms/ATB_Support","@{category=Storage; version=1.0.0; createdBy=b3d441fb-e998-494d-a72b-9c24eabd0cde; createdOn=2024-08-16T00:23:10.6627774Z}"
,"Enable Azure Defender plan for App Service","All","Custom","For more information, visit https://aka.ms/defenderagentlessbundles. For issues or support, please contact Remediation Support through ServiceNow via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Defender for Cloud Agentless Bundles.","@{version=1.0.3; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-01-17T17:57:37.935342Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-04-15T17:23:26.2776779Z}"
,"Enable Microsoft Defender for Key Vault","All","Custom","For more information, visit https://aka.ms/defenderagentlessbundles. For issues or support, please contact Remediation Support through ServiceNow via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Defender for Cloud Agentless Bundles.","@{version=1.0.4; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-01-17T17:58:31.3371578Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-04-15T17:28:13.1287828Z}"
,"Enable Microsoft Defender for Resource Manager","All","Custom","For more information, visit https://aka.ms/defenderagentlessbundles. For issues or support, please contact Remediation Support through ServiceNow via https://aka.ms/ATB_Support. Under [Security Baseline – S360 KPI Name] select “1.05 Azure Tenant Security – Corp,” under [Control ID / Policy ID] select “Other,” and in the [Other Control ID] enter “Defender for Cloud Agentless Bundles.","@{version=1.0.4; createdBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; createdOn=2024-01-17T17:59:02.1134373Z; updatedBy=0cf7b301-43f3-4b77-8fa3-533ef1ad19fa; updatedOn=2025-04-15T17:27:45.3851674Z}"
